,service_code,service_code_desc,add_date,resolution_date,service_due_date,service_order_date,priority,street_address,zipcode,ward
2619,S0261,Parking Enforcement,2023/03/27 19:08:21+00,2023/03/28 01:18:42+00,2023/03/28 19:08:21+00,2023/03/27 19:08:21+00,1,423 PEABODY STREET NE,20011,4
2620,S0261,Parking Enforcement,2023/03/27 19:25:13+00,2023/03/27 20:36:35+00,2023/03/28 19:25:13+00,2023/03/27 19:25:13+00,1,2114 NORTH CAPITOL STREET NW,20002,5
2621,S0261,Parking Enforcement,2023/03/27 20:12:27+00,2023/03/27 21:10:39+00,2023/03/28 20:12:27+00,2023/03/27 20:12:27+00,1,919 F STREET NW,20004,2
2622,S0336,Out of State Parking Violation (ROSA),2023/03/27 20:15:46+00,2023/03/28 03:42:31+00,2023/05/09 20:15:46+00,2023/03/27 20:15:46+00,1,1909 CONSTITUTION AVENUE NE,20002,7
2623,S0336,Out of State Parking Violation (ROSA),2023/03/27 20:16:50+00,2023/03/28 06:18:18+00,2023/05/09 20:16:50+00,2023/03/27 20:16:50+00,1,4500  - 4599 BLOCK OF 15TH STREET NW,20011,4
2624,S0261,Parking Enforcement,2023/03/27 20:21:46+00,2023/03/27 20:50:52+00,2023/03/28 20:21:46+00,2023/03/27 20:21:46+00,1,4200 EAST CAPITOL STREET NE,20019,7
2625,S0261,Parking Enforcement,2023/03/27 20:32:40+00,2023/03/27 23:39:42+00,2023/03/28 20:32:40+00,2023/03/27 20:32:40+00,1,607 GRESHAM PLACE NW,20001,1
2626,S0261,Parking Enforcement,2023/03/27 20:47:40+00,2023/03/27 21:40:17+00,2023/03/28 20:47:40+00,2023/03/27 20:47:40+00,1,1021 4TH STREET SE,20003,8
2627,S0261,Parking Enforcement,2023/03/27 20:52:24+00,2023/03/27 21:49:40+00,2023/03/28 20:52:24+00,2023/03/27 20:52:24+00,1,1212 BUCHANAN STREET NE,20017,5
2628,S0261,Parking Enforcement,2023/03/27 20:58:36+00,2023/03/27 21:27:13+00,2023/03/28 20:58:36+00,2023/03/27 20:58:36+00,1,4503 WISCONSIN AVENUE NW,20016,3
2629,S0261,Parking Enforcement,2023/03/27 21:01:46+00,2023/03/27 23:01:01+00,2023/03/28 21:01:46+00,2023/03/27 21:01:46+00,1,206 20TH STREET NE,20002,7
2630,S0261,Parking Enforcement,2023/03/27 21:07:55+00,2023/03/27 23:28:27+00,2023/03/28 21:07:55+00,2023/03/27 21:07:55+00,1,122 ADAMS STREET NW,20001,5
2631,S0261,Parking Enforcement,2023/03/27 21:10:58+00,2023/03/27 21:25:51+00,2023/03/28 21:10:58+00,2023/03/27 21:10:58+00,1,5333 WISCONSIN AVENUE NW,20015,3
2632,S0336,Out of State Parking Violation (ROSA),2023/03/27 22:38:47+00,2023/03/28 07:18:57+00,2023/05/09 22:38:47+00,2023/03/27 22:38:47+00,1,4467 C STREET SE,20019,7
2633,S0261,Parking Enforcement,2023/03/27 22:43:22+00,2023/03/27 23:33:34+00,2023/03/28 22:43:22+00,2023/03/27 22:43:22+00,1,222 V STREET NE,20002,5
2634,S0261,Parking Enforcement,2023/03/27 23:45:41+00,2023/03/28 00:57:28+00,2023/03/28 23:45:41+00,2023/03/27 23:45:41+00,1,4650 LIVINGSTON ROAD SE,20032,8
2635,S0261,Parking Enforcement,2023/03/27 23:48:06+00,2023/03/28 02:12:05+00,2023/03/28 23:48:06+00,2023/03/27 23:48:06+00,1,6040 13TH PLACE NW,20011,4
2636,S0336,Out of State Parking Violation (ROSA),2023/03/27 18:22:42+00,2023/03/28 06:15:51+00,2023/05/09 18:22:42+00,2023/03/27 18:22:42+00,1,2201 14TH STREET NE,20018,5
2637,S0261,Parking Enforcement,2023/03/27 19:35:25+00,2023/03/28 02:03:16+00,2023/03/28 19:35:25+00,2023/03/27 19:35:25+00,1,417 17TH STREET NE,20002,7
2638,S0336,Out of State Parking Violation (ROSA),2023/03/27 19:35:57+00,2023/03/28 03:43:28+00,2023/05/09 19:35:57+00,2023/03/27 19:35:57+00,1,417 17TH STREET NE,20002,7
2639,S0261,Parking Enforcement,2023/03/27 19:45:18+00,2023/03/27 19:50:51+00,2023/03/28 19:45:18+00,2023/03/27 19:45:18+00,1,317 K STREET NW,20001,6
2640,S0261,Parking Enforcement,2023/03/27 19:51:27+00,2023/03/27 21:05:13+00,2023/03/28 19:51:27+00,2023/03/27 19:51:27+00,1,SOUTH CAPITOL STREET AND 1ST STREET SW,20032,8
2641,S0261,Parking Enforcement,2023/03/27 19:52:57+00,2023/03/28 00:30:50+00,2023/03/28 19:52:56+00,2023/03/27 19:52:57+00,1,5661 3RD STREET NE,20011,4
2642,S0261,Parking Enforcement,2023/03/27 19:58:50+00,2023/03/28 00:55:19+00,2023/03/28 19:58:50+00,2023/03/27 19:58:50+00,1,900  - 999 BLOCK OF UNDERWOOD STREET NW,20012,4
2643,S0261,Parking Enforcement,2023/03/27 21:19:27+00,2023/03/27 23:13:15+00,2023/03/28 21:19:27+00,2023/03/27 21:19:27+00,1,2911 NEWARK STREET NW,20008,3
2644,S0261,Parking Enforcement,2023/03/27 21:33:17+00,2023/03/27 23:36:36+00,2023/03/28 21:33:17+00,2023/03/27 21:33:17+00,1,4218 4TH STREET SE,20032,8
2645,S0261,Parking Enforcement,2023/03/27 21:37:48+00,2023/03/27 21:48:47+00,2023/03/28 21:37:48+00,2023/03/27 21:37:48+00,1,922 DIVISION AVENUE NE,20019,7
2646,S0261,Parking Enforcement,2023/03/27 21:38:03+00,2023/03/27 21:46:42+00,2023/03/28 21:38:03+00,2023/03/27 21:38:03+00,1,300 12TH STREET SW,20024,6
2647,S0261,Parking Enforcement,2023/03/27 21:38:56+00,2023/03/28 01:55:10+00,2023/03/28 21:38:56+00,2023/03/27 21:38:56+00,1,2312 L STREET NW,20037,2
2648,S0336,Out of State Parking Violation (ROSA),2023/03/27 22:16:39+00,2023/03/28 07:28:50+00,2023/05/09 22:16:39+00,2023/03/27 22:16:39+00,1,2523 13TH STREET NW,20009,1
2649,S0336,Out of State Parking Violation (ROSA),2023/03/27 22:55:02+00,2023/03/28 03:47:54+00,2023/05/09 22:55:02+00,2023/03/27 22:55:02+00,1,428 3RD STREET NE,20002,6
2650,S0261,Parking Enforcement,2023/03/27 22:58:02+00,2023/03/27 23:19:17+00,2023/03/28 22:58:02+00,2023/03/27 22:58:02+00,1,442 3RD STREET NE,20002,6
2651,S0261,Parking Enforcement,2023/03/27 23:00:13+00,2023/03/28 00:52:34+00,2023/03/28 23:00:12+00,2023/03/27 23:00:13+00,1,14TH STREET NE AND C STREET NE,20002,6
2652,S0261,Parking Enforcement,2023/03/27 23:01:48+00,2023/03/27 23:54:49+00,2023/03/28 23:01:48+00,2023/03/27 23:01:48+00,1,2321 14TH PLACE SE,20020,8
2653,S0261,Parking Enforcement,2023/03/27 23:02:53+00,2023/03/28 01:07:05+00,2023/03/28 23:02:53+00,2023/03/27 23:02:53+00,1,1401 NEW YORK AVENUE NE,20002,5
2654,S0261,Parking Enforcement,2023/03/27 23:13:26+00,2023/03/28 00:29:38+00,2023/03/28 23:13:26+00,2023/03/27 23:13:26+00,1,1362 MONROE STREET NW,20010,1
2655,S0261,Parking Enforcement,2023/03/27 23:14:20+00,2023/03/28 00:49:23+00,2023/03/28 23:14:20+00,2023/03/27 23:14:20+00,1,1307 RANDOLPH STREET NW,20011,4
2656,S0261,Parking Enforcement,2023/03/27 23:28:10+00,2023/03/28 00:42:12+00,2023/03/28 23:28:10+00,2023/03/27 23:28:10+00,1,1701 NEWTON STREET NW,20010,1
2657,S0261,Parking Enforcement,2023/03/27 23:33:26+00,2023/03/28 01:26:47+00,2023/03/28 23:33:26+00,2023/03/27 23:33:26+00,1,425 TINGEY STREET SE,20003,8
2658,S0261,Parking Enforcement,2023/03/27 23:36:18+00,2023/03/28 01:05:12+00,2023/03/28 23:36:18+00,2023/03/27 23:36:18+00,1,17TH STREET NW AND NEWTON STREET NW,20010,1
2659,S0336,Out of State Parking Violation (ROSA),2023/03/27 23:40:49+00,2023/03/28 07:29:57+00,2023/05/09 23:40:49+00,2023/03/27 23:40:49+00,1,411 21ST STREET NE,20002,7
2660,S0261,Parking Enforcement,2023/03/27 23:41:29+00,2023/03/28 01:08:07+00,2023/03/28 23:41:29+00,2023/03/27 23:41:29+00,1,1247 E STREET SE,20003,6
2661,S0261,Parking Enforcement,2023/03/27 23:41:50+00,2023/03/28 00:56:39+00,2023/03/28 23:41:50+00,2023/03/27 23:41:50+00,1,438 OAKDALE PLACE NW,20001,1
2662,S0336,Out of State Parking Violation (ROSA),2023/03/27 23:59:40+00,2023/03/28 07:00:40+00,2023/05/09 23:59:40+00,2023/03/27 23:59:40+00,1,2810 SHIPLEY TERRACE SE,20020,8
2663,S0336,Out of State Parking Violation (ROSA),2023/03/27 23:59:52+00,2023/03/28 06:17:01+00,2023/05/09 23:59:52+00,2023/03/27 23:59:52+00,1,7700 EASTERN AVENUE NW,20012,4
2664,S0261,Parking Enforcement,2023/03/28 00:47:35+00,2023/03/28 00:53:15+00,2023/03/29 00:47:35+00,2023/03/28 00:47:35+00,1,240 G STREET SW,20024,6
2665,S0261,Parking Enforcement,2023/03/28 01:01:54+00,2023/03/28 02:01:29+00,2023/03/29 01:01:54+00,2023/03/28 01:01:54+00,1,412 23RD PLACE NE,20002,7
2666,S0261,Parking Enforcement,2023/03/28 01:17:31+00,2023/03/28 02:30:46+00,2023/03/29 01:17:31+00,2023/03/28 01:17:31+00,1,430 K STREET NW,20001,6
2667,S0336,Out of State Parking Violation (ROSA),2023/03/28 01:50:34+00,2023/03/28 07:02:11+00,2023/05/10 01:50:34+00,2023/03/28 01:50:34+00,1,1008 TANNER PLACE SE,20032,8
2668,S0336,Out of State Parking Violation (ROSA),2023/03/28 01:59:00+00,2023/03/28 03:50:16+00,2023/05/10 01:58:59+00,2023/03/28 01:59:00+00,1,1522 1ST STREET NW,20001,5
2669,S0336,Out of State Parking Violation (ROSA),2023/03/28 02:45:21+00,2023/03/28 06:20:34+00,2023/05/10 02:45:21+00,2023/03/28 02:45:21+00,1,2570 SHERMAN AVENUE NW,20001,1
2670,S0336,Out of State Parking Violation (ROSA),2023/03/28 02:46:11+00,2023/03/28 03:53:09+00,2023/05/10 02:46:11+00,2023/03/28 02:46:11+00,1,2467 SHERMAN AVENUE NW,20001,1
2671,S0261,Parking Enforcement,2023/03/28 00:24:13+00,2023/03/28 01:02:15+00,2023/03/29 00:24:13+00,2023/03/28 00:24:13+00,1,801 I STREET NE,20002,6
2672,S0336,Out of State Parking Violation (ROSA),2023/03/28 00:26:56+00,2023/03/28 06:18:54+00,2023/05/09 00:26:56+00,2023/03/28 00:26:56+00,1,720 SHERIDAN STREET NW,20011,4
2673,S0261,Parking Enforcement,2023/03/28 01:37:27+00,2023/03/28 02:17:51+00,2023/03/29 01:37:27+00,2023/03/28 01:37:27+00,1,1160 1ST STREET NW,20001,6
2674,S0261,Parking Enforcement,2023/03/28 01:42:50+00,2023/03/28 01:57:36+00,2023/03/29 01:42:50+00,2023/03/28 01:42:50+00,1,615 1ST STREET NE,20002,6
2675,S0336,Out of State Parking Violation (ROSA),2023/03/28 02:32:11+00,2023/03/28 06:11:25+00,2023/05/10 02:32:10+00,2023/03/28 02:32:11+00,1,5501 COLORADO AVENUE NW,20011,4
2676,S0336,Out of State Parking Violation (ROSA),2023/03/28 02:42:55+00,2023/03/28 03:44:49+00,2023/05/10 02:42:55+00,2023/03/28 02:42:55+00,1,2525 SHERMAN AVENUE NW,20001,1
2677,S0336,Out of State Parking Violation (ROSA),2023/03/28 05:35:11+00,2023/03/28 06:10:28+00,2023/05/10 05:35:11+00,2023/03/28 05:35:11+00,1,7500 EASTERN AVENUE NW,20012,4
2678,S0261,Parking Enforcement,2023/03/28 10:13:54+00,2023/03/28 11:06:07+00,2023/03/29 10:13:54+00,2023/03/28 10:13:54+00,1,1725 15TH STREET NE,20002,5
2679,S0261,Parking Enforcement,2023/03/28 10:38:32+00,2023/03/28 11:23:01+00,2023/03/29 10:38:32+00,2023/03/28 10:38:32+00,1,2401 E STREET NE,20002,7
2680,S0261,Parking Enforcement,2023/03/28 02:48:19+00,2023/03/28 03:10:58+00,2023/03/29 02:48:19+00,2023/03/28 02:48:19+00,1,1330 7TH STREET NW,20001,2
2681,S0261,Parking Enforcement,2023/03/28 02:58:26+00,2023/03/28 04:14:30+00,2023/03/29 02:58:26+00,2023/03/28 02:58:26+00,1,2244 16TH STREET NE,20018,5
2682,S0336,Out of State Parking Violation (ROSA),2023/03/28 03:07:51+00,2023/03/28 03:44:50+00,2023/05/10 03:07:51+00,2023/03/28 03:07:51+00,1,2525 SHERMAN AVENUE NW,20001,1
2683,S0336,Out of State Parking Violation (ROSA),2023/03/28 03:10:57+00,2023/03/28 03:44:50+00,2023/05/10 03:10:57+00,2023/03/28 03:10:57+00,1,2525 SHERMAN AVENUE NW,20001,1
2684,S0261,Parking Enforcement,2023/03/28 03:14:22+00,2023/03/28 05:11:33+00,2023/03/29 03:14:21+00,2023/03/28 03:14:22+00,1,2321 4TH STREET NE,20002,5
2685,S0261,Parking Enforcement,2023/03/28 06:51:04+00,2023/03/28 07:45:22+00,2023/03/29 06:51:04+00,2023/03/28 06:51:04+00,1,307 K STREET NW,20001,6
2686,S0261,Parking Enforcement,2023/03/28 10:16:32+00,2023/03/28 11:06:07+00,2023/03/29 10:16:32+00,2023/03/28 10:16:32+00,1,1725 15TH STREET NE,20002,5
2687,S0261,Parking Enforcement,2023/03/28 10:22:34+00,2023/03/28 13:12:16+00,2023/03/29 10:22:34+00,2023/03/28 10:22:34+00,1,100 FLORIDA AVENUE NE,20002,5
2688,S0261,Parking Enforcement,2023/03/28 10:28:10+00,2023/03/28 13:44:50+00,2023/03/29 10:28:10+00,2023/03/28 10:28:10+00,1,1351 OAK STREET NW,20010,1
2689,S0261,Parking Enforcement,2023/03/28 10:59:32+00,2023/03/28 11:49:31+00,2023/03/29 10:59:31+00,2023/03/28 10:59:32+00,1,1412 I STREET NW,20005,2
2690,S0261,Parking Enforcement,2023/03/28 11:02:50+00,2023/03/28 11:54:05+00,2023/03/29 11:02:50+00,2023/03/28 11:02:50+00,1,3701 - 3799 BLOCK OF MASSACHUSETTS AVENUE NW,20016,3
2691,S0261,Parking Enforcement,2023/03/28 10:54:14+00,2023/03/28 12:49:02+00,2023/03/29 10:54:14+00,2023/03/28 10:54:14+00,1,301 M STREET SW,20024,6
2693,S0261,Parking Enforcement,2023/03/28 11:40:59+00,2023/03/28 13:12:06+00,2023/03/29 11:40:59+00,2023/03/28 11:40:59+00,1,1900 - 1999 BLOCK OF P STREET SE,20020,8
2694,S0261,Parking Enforcement,2023/03/28 11:42:42+00,2023/03/28 13:13:57+00,2023/03/29 11:42:41+00,2023/03/28 11:42:42+00,1,145 ADAMS STREET NW,20001,5
2695,S0261,Parking Enforcement,2023/03/28 11:59:09+00,2023/03/28 12:45:06+00,2023/03/29 11:59:09+00,2023/03/28 11:59:09+00,1,1725 15TH STREET NE,20002,5
2696,S0261,Parking Enforcement,2023/03/28 12:00:40+00,2023/03/28 14:34:39+00,2023/03/29 12:00:40+00,2023/03/28 12:00:40+00,1,501 C STREET NW,20001,6
2697,S0261,Parking Enforcement,2023/03/28 12:02:42+00,2023/03/28 13:31:29+00,2023/03/29 12:02:42+00,2023/03/28 12:02:42+00,1,1008 SPRING ROAD NW,20010,1
2698,S0261,Parking Enforcement,2023/03/28 12:02:43+00,2023/03/28 13:57:59+00,2023/03/29 12:02:42+00,2023/03/28 12:02:43+00,1,900 - 901 BLOCK OF 24TH STREET NW,20037,2
2699,S0261,Parking Enforcement,2023/03/28 12:04:27+00,2023/03/28 13:50:15+00,2023/03/29 12:04:27+00,2023/03/28 12:04:27+00,1,6100 16TH STREET NW,20011,4
2700,S0261,Parking Enforcement,2023/03/28 12:06:13+00,2023/03/28 12:11:35+00,2023/03/29 12:06:13+00,2023/03/28 12:06:13+00,1,1615 Q STREET NW,20009,2
2701,S0261,Parking Enforcement,2023/03/28 12:06:25+00,2023/03/28 12:18:24+00,2023/03/29 12:06:25+00,2023/03/28 12:06:25+00,1,1401 NEW YORK AVENUE NE,20002,5
2702,S0261,Parking Enforcement,2023/03/28 13:20:18+00,2023/03/28 14:11:17+00,2023/03/29 13:20:18+00,2023/03/28 13:20:18+00,1,1700 - 1799 BLOCK OF G STREET NW,20006,2
2703,S0261,Parking Enforcement,2023/03/28 13:22:20+00,2023/03/28 15:28:23+00,2023/03/29 13:22:20+00,2023/03/28 13:22:20+00,1,5417 7TH STREET NW,20011,4
2704,S0261,Parking Enforcement,2023/03/28 13:22:53+00,2023/03/28 15:31:33+00,2023/03/29 13:22:53+00,2023/03/28 13:22:53+00,1,1338 KENYON STREET NW,20010,1
2705,S0261,Parking Enforcement,2023/03/28 13:23:04+00,2023/03/28 14:28:25+00,2023/03/29 13:23:04+00,2023/03/28 13:23:04+00,1,400 4TH STREET SW,20024,6
2706,S0261,Parking Enforcement,2023/03/28 13:23:13+00,2023/03/28 15:57:40+00,2023/03/29 13:23:13+00,2023/03/28 13:23:13+00,1,2323 SHERMAN AVENUE NW,20001,1
2707,S0261,Parking Enforcement,2023/03/28 13:23:15+00,2023/03/28 18:14:28+00,2023/03/29 13:23:15+00,2023/03/28 13:23:15+00,1,10 - 99 BLOCK OF R STREET NE,20002,5
2708,S0261,Parking Enforcement,2023/03/28 13:24:03+00,2023/03/28 13:28:18+00,2023/03/29 13:24:03+00,2023/03/28 13:24:03+00,1,207 C STREET NE,20002,6
2709,S0261,Parking Enforcement,2023/03/28 13:24:19+00,2023/03/28 14:48:13+00,2023/03/29 13:24:19+00,2023/03/28 13:24:19+00,1,1619 LYMAN PLACE NE,20002,5
2710,S0261,Parking Enforcement,2023/03/28 13:17:36+00,2023/03/28 16:47:51+00,2023/03/29 13:17:36+00,2023/03/28 13:17:36+00,1,1946 NEW HAMPSHIRE AVENUE NW,20009,2
2711,S0261,Parking Enforcement,2023/03/28 13:18:11+00,2023/03/28 14:48:05+00,2023/03/29 13:18:11+00,2023/03/28 13:18:11+00,1,7150 12TH STREET NW,20012,4
2712,S0261,Parking Enforcement,2023/03/28 13:19:01+00,2023/03/28 13:28:20+00,2023/03/29 13:19:01+00,2023/03/28 13:19:01+00,1,2007 VERMONT AVENUE NW,20001,1
2713,S0261,Parking Enforcement,2023/03/28 13:29:34+00,2023/03/28 14:24:05+00,2023/03/29 13:29:34+00,2023/03/28 13:29:34+00,1,41 RIDGE SQUARE NW,20016,3
2714,S0261,Parking Enforcement,2023/03/28 13:32:37+00,2023/03/28 15:42:36+00,2023/03/29 13:32:37+00,2023/03/28 13:32:37+00,1,4618 BASS PLACE SE,20019,7
2715,S0261,Parking Enforcement,2023/03/28 13:34:05+00,2023/03/28 16:21:09+00,2023/03/29 13:34:05+00,2023/03/28 13:34:05+00,1,1840 7TH STREET NW,20001,1
2716,S0261,Parking Enforcement,2023/03/28 13:34:19+00,2023/03/28 16:23:49+00,2023/03/29 13:34:19+00,2023/03/28 13:34:19+00,1,3023 14TH STREET NW,20009,1
2717,S0261,Parking Enforcement,2023/03/28 13:36:01+00,2023/03/28 15:17:47+00,2023/03/29 13:36:01+00,2023/03/28 13:36:01+00,1,2118 10TH STREET NW,20001,1
2718,S0261,Parking Enforcement,2023/03/28 13:38:29+00,2023/03/28 15:38:20+00,2023/03/29 13:38:29+00,2023/03/28 13:38:29+00,1,627 UPSHUR STREET NW,20011,4
2719,S0261,Parking Enforcement,2023/03/28 13:38:44+00,2023/03/28 15:30:35+00,2023/03/29 13:38:44+00,2023/03/28 13:38:44+00,1,500  - 599 BLOCK OF NICHOLSON STREET NW,20011,4
2720,S0261,Parking Enforcement,2023/03/28 13:39:42+00,2023/03/28 14:56:34+00,2023/03/29 13:39:42+00,2023/03/28 13:39:42+00,1,1216 SOUTHERN AVENUE SE,20032,8
2721,S0261,Parking Enforcement,2023/03/28 13:39:54+00,2023/03/28 15:39:35+00,2023/03/29 13:39:54+00,2023/03/28 13:39:54+00,1,BASS CIRCLE,20019,7
2722,S0261,Parking Enforcement,2023/03/28 13:39:57+00,2023/03/28 14:57:05+00,2023/03/29 13:39:57+00,2023/03/28 13:39:57+00,1,2221 M STREET NE,20002,5
2723,S0261,Parking Enforcement,2023/03/28 13:40:49+00,2023/03/28 15:06:05+00,2023/03/29 13:40:49+00,2023/03/28 13:40:49+00,1,1401 NEW YORK AVENUE NE,20002,5
2724,S0261,Parking Enforcement,2023/03/28 13:42:10+00,2023/03/28 14:04:58+00,2023/03/29 13:42:10+00,2023/03/28 13:42:10+00,1,1010 11TH STREET NE,20002,6
2725,S0261,Parking Enforcement,2023/03/28 13:54:28+00,2023/03/28 15:42:05+00,2023/03/29 13:54:28+00,2023/03/28 13:54:28+00,1,325 CHANNING STREET NE,20002,5
2726,S0261,Parking Enforcement,2023/03/28 13:55:31+00,2023/03/28 15:58:22+00,2023/03/29 13:55:31+00,2023/03/28 13:55:31+00,1,151 Q STREET NE,20002,5
2727,S0261,Parking Enforcement,2023/03/28 13:58:01+00,2023/03/28 15:40:56+00,2023/03/29 13:58:01+00,2023/03/28 13:58:01+00,1,900  - 999 BLOCK OF SHEPHERD STREET NW,20011,4
2728,S0261,Parking Enforcement,2023/03/28 13:58:55+00,2023/03/28 15:35:51+00,2023/03/29 13:58:55+00,2023/03/28 13:58:55+00,1,BELMONT ROAD NW AND COLUMBIA ROAD NW,20009,1
2729,S0261,Parking Enforcement,2023/03/28 13:44:49+00,2023/03/28 15:30:05+00,2023/03/29 13:44:48+00,2023/03/28 13:44:49+00,1,2230 ADAMS PLACE NE,20018,5
2730,S0261,Parking Enforcement,2023/03/28 13:49:34+00,2023/03/28 14:26:03+00,2023/03/29 13:49:34+00,2023/03/28 13:49:34+00,1,2100 NEWPORT PLACE NW,20037,2
2731,S0261,Parking Enforcement,2023/03/28 13:52:17+00,2023/03/28 14:36:01+00,2023/03/29 13:52:17+00,2023/03/28 13:52:17+00,1,2422 I STREET NW,20037,2
2732,S0261,Parking Enforcement,2023/03/28 13:52:22+00,2023/03/28 15:34:45+00,2023/03/29 13:52:21+00,2023/03/28 13:52:22+00,1,1300  - 1399 BLOCK OF JEFFERSON STREET NW,20011,4
2733,S0261,Parking Enforcement,2023/03/28 13:53:11+00,2023/03/28 18:09:31+00,2023/03/29 13:53:11+00,2023/03/28 13:53:11+00,1,309 U STREET NW,20001,1
2734,S0261,Parking Enforcement,2023/03/28 14:14:53+00,2023/03/28 17:24:05+00,2023/03/29 14:14:53+00,2023/03/28 14:14:53+00,1,3375 MINNESOTA AVENUE SE,20019,7
2735,S0336,Out of State Parking Violation (ROSA),2023/03/28 14:15:44+00,2023/03/29 07:19:51+00,2023/05/10 14:15:44+00,2023/03/28 14:15:44+00,1,2324 39TH STREET NW,20007,3
2736,S0261,Parking Enforcement,2023/03/28 14:16:09+00,2023/03/28 16:12:51+00,2023/03/29 14:16:09+00,2023/03/28 14:16:09+00,1,1402 PARK ROAD NW,20010,1
2737,S0261,Parking Enforcement,2023/03/28 14:16:24+00,2023/03/28 16:06:47+00,2023/03/29 14:16:24+00,2023/03/28 14:16:24+00,1,931 SHEPHERD STREET NW,20011,4
2738,S0261,Parking Enforcement,2023/03/28 14:19:57+00,2023/03/28 16:06:04+00,2023/03/29 14:19:57+00,2023/03/28 14:19:57+00,1,4403 NEW HAMPSHIRE AVENUE NW,20011,4
2739,S0336,Out of State Parking Violation (ROSA),2023/03/28 14:20:50+00,2023/03/29 07:24:04+00,2023/05/10 14:20:49+00,2023/03/28 14:20:50+00,1,1418 CORCORAN STREET NW,20009,2
2740,S0261,Parking Enforcement,2023/03/28 14:20:56+00,2023/03/28 15:28:11+00,2023/03/29 14:20:56+00,2023/03/28 14:20:56+00,1,949 1ST STREET SE,20003,6
2741,S0261,Parking Enforcement,2023/03/28 14:28:57+00,2023/03/28 16:00:26+00,2023/03/29 14:28:57+00,2023/03/28 14:28:57+00,1,2916 PORTER STREET NW,20008,3
2742,S0261,Parking Enforcement,2023/03/28 14:44:13+00,2023/03/28 15:53:42+00,2023/03/29 14:44:13+00,2023/03/28 14:44:13+00,1,1207 H STREET NE,20002,6
2743,S0261,Parking Enforcement,2023/03/28 14:50:07+00,2023/03/28 16:10:48+00,2023/03/29 14:50:07+00,2023/03/28 14:50:07+00,1,1357 R STREET NW,20009,2
2744,S0261,Parking Enforcement,2023/03/28 14:52:57+00,2023/03/28 15:02:28+00,2023/03/29 14:52:57+00,2023/03/28 14:52:57+00,1,700 SOUTHERN AVENUE SE,20032,8
2745,S0261,Parking Enforcement,2023/03/28 14:53:03+00,2023/03/28 16:20:53+00,2023/03/29 14:53:03+00,2023/03/28 14:53:03+00,1,3RD STREET NW AND MADISON STREET NW,20011,4
2746,S0261,Parking Enforcement,2023/03/28 14:53:49+00,2023/03/28 16:49:00+00,2023/03/29 14:53:49+00,2023/03/28 14:53:49+00,1,1828 WYOMING AVENUE NW,20009,1
2747,S0261,Parking Enforcement,2023/03/28 14:54:07+00,2023/03/28 15:21:21+00,2023/03/29 14:54:07+00,2023/03/28 14:54:07+00,1,4301 3RD STREET SE,20032,8
2748,S0261,Parking Enforcement,2023/03/28 14:54:55+00,2023/03/28 15:56:27+00,2023/03/29 14:54:55+00,2023/03/28 14:54:55+00,1,2105 4TH STREET NE,20002,5
2749,S0261,Parking Enforcement,2023/03/28 14:57:53+00,2023/03/28 18:21:56+00,2023/03/29 14:57:53+00,2023/03/28 14:57:53+00,1,900  - 999 BLOCK OF UNDERWOOD STREET NW,20012,4
2750,S0261,Parking Enforcement,2023/03/28 14:59:31+00,2023/03/28 16:09:05+00,2023/03/29 14:59:31+00,2023/03/28 14:59:31+00,1,3900 17TH PLACE NE,20018,5
2751,S0261,Parking Enforcement,2023/03/28 15:01:31+00,2023/03/28 15:35:40+00,2023/03/29 15:01:31+00,2023/03/28 15:01:31+00,1,15 K STREET NE,20002,6
2752,S0261,Parking Enforcement,2023/03/28 15:10:17+00,2023/03/28 17:05:15+00,2023/03/29 15:10:17+00,2023/03/28 15:10:17+00,1,436 11TH STREET NW,20004,2
2753,S0261,Parking Enforcement,2023/03/28 15:10:40+00,2023/03/28 16:17:20+00,2023/03/29 15:10:40+00,2023/03/28 15:10:40+00,1,314 CARROLL STREET NW,20012,4
2754,S0336,Out of State Parking Violation (ROSA),2023/03/28 15:13:01+00,2023/03/29 07:15:20+00,2023/05/10 15:13:01+00,2023/03/28 15:13:01+00,1,1526 14TH STREET NW,20005,2
2755,S0261,Parking Enforcement,2023/03/28 16:00:14+00,2023/03/28 16:36:12+00,2023/03/29 16:00:14+00,2023/03/28 16:00:14+00,1,334 E STREET NE,20002,6
2756,S0261,Parking Enforcement,2023/03/28 16:02:14+00,2023/03/28 17:48:04+00,2023/03/29 16:02:14+00,2023/03/28 16:02:14+00,1,43 MISSOURI AVENUE NW,20011,4
2757,S0261,Parking Enforcement,2023/03/28 16:03:24+00,2023/03/28 16:17:10+00,2023/03/29 16:03:23+00,2023/03/28 16:03:24+00,1,900  - 999 BLOCK OF SHEPHERD STREET NW,20011,4
2758,S0261,Parking Enforcement,2023/03/28 16:05:01+00,2023/03/28 16:06:46+00,2023/03/29 16:05:01+00,2023/03/28 16:05:01+00,1,15 K STREET NE,20002,6
2759,S0261,Parking Enforcement,2023/03/28 16:05:29+00,2023/03/28 17:03:08+00,2023/03/29 16:05:29+00,2023/03/28 16:05:29+00,1,7600 GEORGIA AVENUE NW,20012,4
2760,S0261,Parking Enforcement,2023/03/28 15:09:46+00,2023/03/28 16:06:18+00,2023/03/29 15:09:46+00,2023/03/28 15:09:46+00,1,1316 COLUMBIA ROAD NW,20009,1
