,service_code,service_code_desc,add_date,resolution_date,service_due_date,service_order_date,priority,street_address,zipcode,ward
291,S0000,Abandoned Vehicle - On Public Property,2023/03/27 15:23:14+00,2023/03/28 15:21:30+00,2023/04/13 15:23:14+00,2023/03/27 15:23:14+00,1,1526 14TH STREET NW,20005,2
292,S0000,Abandoned Vehicle - On Public Property,2023/03/27 15:33:50+00,2023/04/10 15:51:05+00,2023/04/13 15:33:50+00,2023/03/27 15:33:50+00,1,3118 CENTRAL AVENUE NE,20018,5
294,S0000,Abandoned Vehicle - On Public Property,2023/03/27 15:41:19+00,2023/04/07 15:42:07+00,2023/04/13 15:41:19+00,2023/03/27 15:41:19+00,1,200 36TH STREET SE,20019,7
295,S0000,Abandoned Vehicle - On Public Property,2023/03/27 16:23:33+00,2023/03/30 20:30:06+00,2023/04/13 16:23:33+00,2023/03/27 16:23:33+00,1,1318 W STREET NE,20018,5
296,S0000,Abandoned Vehicle - On Public Property,2023/03/27 17:38:59+00,2023/03/29 16:09:21+00,2023/04/13 17:38:59+00,2023/03/27 17:38:59+00,1,2010 MISSISSIPPI AVENUE SE,20020,8
298,S0000,Abandoned Vehicle - On Public Property,2023/03/27 18:06:01+00,2023/03/28 15:45:05+00,2023/04/13 18:06:01+00,2023/03/27 18:06:01+00,1,223 15TH STREET SE,20003,6
299,S0000,Abandoned Vehicle - On Public Property,2023/03/27 19:24:43+00,2023/03/28 15:57:05+00,2023/04/13 19:24:43+00,2023/03/27 19:24:43+00,1,500 - 511 BLOCK OF HILLTOP TERRACE SE,20019,7
300,S0000,Abandoned Vehicle - On Public Property,2023/03/27 19:16:15+00,2023/03/30 13:54:04+00,2023/04/13 19:16:15+00,2023/03/27 19:16:15+00,1,1322 MISSISSIPPI AVENUE SE,20032,8
301,S0000,Abandoned Vehicle - On Public Property,2023/03/27 20:37:56+00,2023/04/06 15:45:20+00,2023/04/13 20:37:56+00,2023/03/27 20:37:56+00,1,ALABAMA AVENUE SE AND 32ND STREET SE,20020,7
302,S0000,Abandoned Vehicle - On Public Property,2023/03/27 20:44:20+00,2023/04/07 17:36:05+00,2023/04/13 20:44:20+00,2023/03/27 20:44:20+00,1,3238 T STREET SE,20020,7
303,S0000,Abandoned Vehicle - On Public Property,2023/03/27 21:02:52+00,2023/04/07 16:51:04+00,2023/04/13 21:02:52+00,2023/03/27 21:02:52+00,1,2250 38TH STREET SE,20020,7
304,S0000,Abandoned Vehicle - On Public Property,2023/03/27 21:12:15+00,2023/03/29 14:09:05+00,2023/04/13 21:12:15+00,2023/03/27 21:12:15+00,1,2382 ELVANS ROAD SE,20020,8
305,S0000,Abandoned Vehicle - On Public Property,2023/03/27 21:55:56+00,2023/03/28 15:21:06+00,2023/04/13 21:55:56+00,2023/03/27 21:55:56+00,1,15TH STREET NW AND P STREET NW,20005,2
306,S0000,Abandoned Vehicle - On Public Property,2023/03/27 23:47:49+00,2023/03/29 12:34:15+00,2023/04/13 23:47:49+00,2023/03/27 23:47:49+00,1,1111 FAIRMONT STREET NW,20009,1
309,S0000,Abandoned Vehicle - On Public Property,2023/03/27 22:47:00+00,2023/04/05 18:15:05+00,2023/04/13 22:47:00+00,2023/03/27 22:47:00+00,1,604 MELLON STREET SE,20032,8
310,S0000,Abandoned Vehicle - On Public Property,2023/03/27 22:50:08+00,2023/04/14 19:15:07+00,2023/04/13 22:50:07+00,2023/03/27 22:50:08+00,1,1417 ORREN STREET NE,20002,5
311,S0000,Abandoned Vehicle - On Public Property,2023/03/27 23:07:31+00,2023/03/28 16:36:05+00,2023/04/13 23:07:31+00,2023/03/27 23:07:31+00,1,1224 I STREET SE,20003,6
312,S0000,Abandoned Vehicle - On Public Property,2023/03/27 23:36:49+00,2023/04/11 17:42:05+00,2023/04/13 23:36:49+00,2023/03/27 23:36:49+00,1,204 WAYNE PLACE SE,20032,8
313,S0000,Abandoned Vehicle - On Public Property,2023/03/28 02:02:42+00,2023/03/30 20:36:16+00,2023/04/14 02:02:42+00,2023/03/28 02:02:42+00,1,1715 EVARTS STREET NE,20018,5
314,S0000,Abandoned Vehicle - On Public Property,2023/03/28 03:24:36+00,2023/03/28 15:41:42+00,2023/04/14 03:24:36+00,2023/03/28 03:24:36+00,1,336 ALLISON STREET NW,20011,4
315,S0000,Abandoned Vehicle - On Public Property,2023/03/28 12:06:39+00,2023/04/06 15:30:05+00,2023/04/14 12:06:39+00,2023/03/28 12:06:39+00,1,2310 34TH STREET SE,20020,7
316,S0000,Abandoned Vehicle - On Public Property,2023/03/28 12:12:20+00,2023/04/13 16:21:05+00,2023/04/14 12:12:20+00,2023/03/28 12:12:20+00,1,5340 AMES STREET NE,20019,7
317,S0000,Abandoned Vehicle - On Public Property,2023/03/28 13:14:16+00,2023/04/13 16:24:15+00,2023/04/14 13:14:16+00,2023/03/28 13:14:16+00,1,133 YUMA STREET SE,20032,8
319,S0000,Abandoned Vehicle - On Public Property,2023/03/28 13:55:47+00,2023/03/30 19:00:06+00,2023/04/14 13:55:47+00,2023/03/28 13:55:47+00,1,1220 LONGFELLOW STREET NW,20011,4
320,S0000,Abandoned Vehicle - On Public Property,2023/03/28 14:23:47+00,2023/03/30 20:33:07+00,2023/04/14 14:23:47+00,2023/03/28 14:23:47+00,1,17 GIRARD STREET NE,20002,5
323,S0000,Abandoned Vehicle - On Public Property,2023/03/28 12:25:10+00,2023/03/28 19:24:06+00,2023/04/14 12:25:10+00,2023/03/28 12:25:10+00,1,4TH STREET NW AND ALLISON STREET NW,20011,4
324,S0000,Abandoned Vehicle - On Public Property,2023/03/24 21:13:50+00,2023/03/28 12:52:57+00,2023/04/12 21:13:50+00,2023/03/24 21:13:50+00,1,3636 EVERETT STREET NW,20008,3
325,S0000,Abandoned Vehicle - On Public Property,2023/03/28 13:02:49+00,2023/04/03 15:51:35+00,2023/04/14 13:02:49+00,2023/03/28 13:02:49+00,1,28 15TH STREET SE,20003,7
326,S0000,Abandoned Vehicle - On Public Property,2023/03/28 13:09:17+00,2023/03/29 15:54:12+00,2023/04/14 13:09:17+00,2023/03/28 13:09:17+00,1,63 SHERIDAN STREET NE,20011,4
327,S0000,Abandoned Vehicle - On Public Property,2023/03/28 15:34:06+00,2023/03/28 18:21:16+00,2023/04/14 15:34:06+00,2023/03/28 15:34:06+00,1,4018 KANSAS AVENUE NW,20011,4
328,S0000,Abandoned Vehicle - On Public Property,2023/03/28 16:19:11+00,2023/03/30 16:15:06+00,2023/04/14 16:19:11+00,2023/03/28 16:19:11+00,1,E STREET NE AND 21ST STREET NE,20002,7
330,S0000,Abandoned Vehicle - On Public Property,2023/03/28 16:24:37+00,2023/03/29 13:42:04+00,2023/04/14 16:24:37+00,2023/03/28 16:24:37+00,1,2400 S STREET SE,20020,8
331,S0000,Abandoned Vehicle - On Public Property,2023/03/28 17:55:02+00,2023/03/28 18:21:07+00,2023/04/14 17:55:02+00,2023/03/28 17:55:02+00,1,900  - 904 BLOCK OF TAYLOR STREET NW,20011,4
333,S0000,Abandoned Vehicle - On Public Property,2023/03/28 20:38:32+00,2023/03/31 12:57:13+00,2023/04/14 20:38:32+00,2023/03/28 20:38:32+00,1,1622 HAMLIN STREET NE,20018,5
334,S0000,Abandoned Vehicle - On Public Property,2023/03/28 20:45:13+00,2023/03/29 15:51:07+00,2023/04/14 20:45:13+00,2023/03/28 20:45:13+00,1,213 14TH PLACE NE,20002,6
335,S0000,Abandoned Vehicle - On Public Property,2023/03/28 18:02:11+00,2023/03/29 15:51:18+00,2023/04/14 18:02:11+00,2023/03/28 18:02:11+00,1,215 14TH PLACE NE,20002,6
336,S0000,Abandoned Vehicle - On Public Property,2023/03/28 18:09:33+00,2023/04/03 18:09:05+00,2023/04/14 18:09:33+00,2023/03/28 18:09:33+00,1,6634 BARNABY STREET NW,20015,4
337,S0000,Abandoned Vehicle - On Public Property,2023/03/28 18:17:28+00,2023/04/10 16:42:14+00,2023/04/14 18:17:28+00,2023/03/28 18:17:28+00,1,1720 1ST STREET NE,20002,5
338,S0000,Abandoned Vehicle - On Public Property,2023/03/28 18:23:25+00,2023/03/30 15:57:15+00,2023/04/14 18:23:25+00,2023/03/28 18:23:25+00,1,1700 EAST CAPITOL STREET NE,20003,7
339,S0000,Abandoned Vehicle - On Public Property,2023/03/28 22:36:37+00,2023/03/29 22:13:12+00,2023/04/14 22:36:37+00,2023/03/28 22:36:37+00,1,1409 LONGFELLOW STREET NW,20011,4
340,S0000,Abandoned Vehicle - On Public Property,2023/03/28 22:48:38+00,2023/03/30 20:30:14+00,2023/04/14 22:48:38+00,2023/03/28 22:48:38+00,1,150 T STREET NE,20002,5
341,S0000,Abandoned Vehicle - On Public Property,2023/03/28 22:52:42+00,2023/04/03 16:30:05+00,2023/04/14 22:52:42+00,2023/03/28 22:52:42+00,1,3300 - 3399 BLOCK OF WATER STREET NW,20007,2
342,S0000,Abandoned Vehicle - On Public Property,2023/03/28 22:56:55+00,2023/03/31 15:45:05+00,2023/04/14 22:56:55+00,2023/03/28 22:56:55+00,1,2360 CHAMPLAIN STREET NW,20009,1
343,S0000,Abandoned Vehicle - On Public Property,2023/03/28 23:51:39+00,2023/03/31 18:21:12+00,2023/04/14 23:51:39+00,2023/03/28 23:51:39+00,1,749 VARNUM STREET NW,20011,4
344,S0000,Abandoned Vehicle - On Public Property,2023/03/28 23:58:41+00,2023/03/29 16:09:06+00,2023/04/14 23:58:41+00,2023/03/28 23:58:41+00,1,201 F STREET NE,20002,6
345,S0000,Abandoned Vehicle - On Public Property,2023/03/29 00:17:35+00,2023/03/31 18:24:05+00,2023/04/15 00:17:35+00,2023/03/29 00:17:35+00,1,336 ALLISON STREET NW,20011,4
346,S0000,Abandoned Vehicle - On Public Property,2023/03/29 01:57:22+00,2023/04/03 15:42:32+00,2023/04/18 01:57:22+00,2023/03/29 01:57:22+00,1,5622 9TH STREET NW,20011,4
347,S0000,Abandoned Vehicle - On Public Property,2023/03/29 12:22:08+00,2023/04/10 16:57:05+00,2023/04/18 12:22:07+00,2023/03/29 12:22:08+00,1,16 P STREET NE,20002,5
348,S0000,Abandoned Vehicle - On Public Property,2023/03/29 12:39:14+00,2023/03/31 18:06:05+00,2023/04/18 12:39:13+00,2023/03/29 12:39:14+00,1,900  - 904 BLOCK OF TAYLOR STREET NW,20011,4
349,S0000,Abandoned Vehicle - On Public Property,2023/03/29 13:47:35+00,2023/04/03 13:26:47+00,2023/04/18 13:47:35+00,2023/03/29 13:47:35+00,1,14TH STREET SW AND JEFFERSON DRIVE SW,20004,2
350,S0000,Abandoned Vehicle - On Public Property,2023/03/29 13:49:55+00,2023/04/04 12:41:59+00,2023/04/18 13:49:55+00,2023/03/29 13:49:55+00,1,MADISON DRIVE NW AND 14TH STREET NW,20004,2
351,S0000,Abandoned Vehicle - On Public Property,2023/03/29 14:14:20+00,2023/04/03 15:00:05+00,2023/04/18 14:14:20+00,2023/03/29 14:14:20+00,1,530 MADISON STREET NW,20011,4
352,S0000,Abandoned Vehicle - On Public Property,2023/03/29 14:45:36+00,2023/04/13 17:06:11+00,2023/04/18 14:45:35+00,2023/03/29 14:45:36+00,1,44TH STREET NE AND HAYES STREET NE,20019,7
353,S0000,Abandoned Vehicle - On Public Property,2023/03/29 15:12:32+00,2023/03/30 13:00:05+00,2023/04/18 15:12:32+00,2023/03/29 15:12:32+00,1,1521 28TH STREET SE,20020,7
354,S0000,Abandoned Vehicle - On Public Property,2023/03/29 15:28:04+00,2023/04/03 14:15:31+00,2023/04/18 15:28:04+00,2023/03/29 15:28:04+00,1,6216 NEW HAMPSHIRE AVENUE NE,20011,4
355,S0000,Abandoned Vehicle - On Public Property,2023/03/29 15:29:29+00,2023/04/04 12:39:51+00,2023/04/18 15:29:29+00,2023/03/29 15:29:29+00,1,3300 - 3599 BLOCK OF MILITARY ROAD NW,20015,3
356,S0000,Abandoned Vehicle - On Public Property,2023/03/29 15:45:54+00,2023/04/06 15:30:13+00,2023/04/18 15:45:54+00,2023/03/29 15:45:54+00,1,2333 34TH STREET SE,20020,7
360,S0000,Abandoned Vehicle - On Public Property,2023/03/29 15:26:24+00,2023/03/30 20:36:06+00,2023/04/18 15:26:23+00,2023/03/29 15:26:24+00,1,3121 NEWTON STREET NE,20018,5
361,S0000,Abandoned Vehicle - On Public Property,2023/03/29 17:07:21+00,2023/03/29 17:51:05+00,2023/04/18 17:07:21+00,2023/03/29 17:07:21+00,1,19TH PLACE SE AND U STREET SE,20020,8
362,S0000,Abandoned Vehicle - On Public Property,2023/03/29 17:27:30+00,2023/03/30 20:39:20+00,2023/04/18 17:27:30+00,2023/03/29 17:27:30+00,1,2105 4TH STREET NE,20002,5
363,S0000,Abandoned Vehicle - On Public Property,2023/03/29 18:33:19+00,2023/03/30 17:51:14+00,2023/04/18 18:33:19+00,2023/03/29 18:33:19+00,1,4428 GAULT PLACE NE,20019,7
364,S0000,Abandoned Vehicle - On Public Property,2023/03/29 18:50:29+00,2023/04/04 12:40:45+00,2023/04/18 18:50:29+00,2023/03/29 18:50:29+00,1,1500 17TH STREET NW,20036,2
365,S0000,Abandoned Vehicle - On Public Property,2023/03/29 19:14:17+00,2023/03/30 20:39:05+00,2023/04/18 19:14:17+00,2023/03/29 19:14:17+00,1,2509 QUEENS CHAPEL ROAD NE,20018,5
366,S0000,Abandoned Vehicle - On Public Property,2023/03/29 16:29:25+00,2023/03/31 15:30:13+00,2023/04/18 16:29:25+00,2023/03/29 16:29:25+00,1,2220 18TH STREET NW,20009,1
367,S0000,Abandoned Vehicle - On Public Property,2023/03/29 21:46:22+00,2023/04/14 16:06:06+00,2023/04/18 21:46:22+00,2023/03/29 21:46:22+00,1,5097 SHERIFF ROAD NE,20019,7
368,S0000,Abandoned Vehicle - On Public Property,2023/03/29 22:18:02+00,2023/03/31 18:39:05+00,2023/04/18 22:18:02+00,2023/03/29 22:18:02+00,1,GEORGIA AVENUE NW AND CRITTENDEN STREET NW,20011,4
370,S0000,Abandoned Vehicle - On Public Property,2023/03/29 22:40:14+00,2023/03/30 16:18:40+00,2023/04/18 22:40:14+00,2023/03/29 22:40:14+00,1,4350 H STREET SE,20019,7
371,S0000,Abandoned Vehicle - On Public Property,2023/03/29 23:46:38+00,2023/03/30 17:06:04+00,2023/04/18 23:46:38+00,2023/03/29 23:46:38+00,1,4810 C STREET SE,20019,7
372,S0000,Abandoned Vehicle - On Public Property,2023/03/30 02:56:16+00,2023/04/03 15:51:16+00,2023/04/19 02:56:16+00,2023/03/30 02:56:16+00,1,KINGMAN PLACE NW AND Q STREET NW,20009,2
373,S0000,Abandoned Vehicle - On Public Property,2023/03/30 14:16:12+00,2023/04/07 14:27:04+00,2023/04/19 14:16:12+00,2023/03/30 14:16:12+00,1,2100 - 2299 BLOCK OF E STREET NE,20002,7
374,S0000,Abandoned Vehicle - On Public Property,2023/03/30 14:26:34+00,2023/04/07 15:06:15+00,2023/04/19 14:26:34+00,2023/03/30 14:26:34+00,1,3436 EADS STREET NE,20019,7
375,S0000,Abandoned Vehicle - On Public Property,2023/03/30 15:52:12+00,2023/04/14 15:48:05+00,2023/04/19 15:52:12+00,2023/03/30 15:52:12+00,1,4308 NANNIE HELEN BURROUGHS AVENUE NE,20019,7
376,S0000,Abandoned Vehicle - On Public Property,2023/03/30 15:55:09+00,2023/04/13 16:51:05+00,2023/04/19 15:55:09+00,2023/03/30 15:55:09+00,1,805 44TH STREET NE,20019,7
377,S0000,Abandoned Vehicle - On Public Property,2023/03/30 15:57:38+00,2023/04/03 14:21:05+00,2023/04/19 15:57:38+00,2023/03/30 15:57:38+00,1,4515 Q LANE NW,20007,3
378,S0000,Abandoned Vehicle - On Public Property,2023/03/30 13:08:47+00,2023/03/31 11:56:32+00,2023/04/19 13:08:47+00,2023/03/30 13:08:47+00,1,2820 HARTFORD STREET SE,20020,8
380,S0000,Abandoned Vehicle - On Public Property,2023/03/30 13:55:10+00,2023/04/07 16:51:11+00,2023/04/19 13:55:10+00,2023/03/30 13:55:10+00,1,2200 38TH STREET SE,20020,7
382,S0000,Abandoned Vehicle - On Public Property,2023/03/30 13:57:16+00,2023/04/14 19:15:15+00,2023/04/19 13:57:16+00,2023/03/30 13:57:16+00,1,134 THOMAS STREET NW,20001,5
383,S0000,Abandoned Vehicle - On Public Property,2023/03/30 13:58:33+00,2023/04/07 14:21:04+00,2023/04/19 13:58:33+00,2023/03/30 13:58:33+00,1,500 21ST STREET NE,20002,7
384,S0000,Abandoned Vehicle - On Public Property,2023/03/30 13:57:02+00,2023/03/31 17:36:24+00,2023/04/19 13:57:02+00,2023/03/30 13:57:02+00,1,1823 Q STREET SE,20020,8
386,S0000,Abandoned Vehicle - On Public Property,2023/03/30 14:54:02+00,2023/04/03 13:28:13+00,2023/04/19 14:54:02+00,2023/03/30 14:54:02+00,1,500 - 599 BLOCK OF 17TH STREET NE,20002,7
387,S0000,Abandoned Vehicle - On Public Property,2023/03/30 15:18:18+00,2023/04/06 15:30:14+00,2023/04/19 15:18:18+00,2023/03/30 15:18:18+00,1,2333 34TH STREET SE,20020,7
390,S0000,Abandoned Vehicle - On Public Property,2023/03/30 16:30:52+00,2023/04/03 13:27:39+00,2023/04/19 16:30:52+00,2023/03/30 16:30:52+00,1,NEW JERSEY AVENUE NW AND H STREET NW,20001,6
391,S0000,Abandoned Vehicle - On Public Property,2023/03/30 17:42:59+00,2023/04/10 16:42:06+00,2023/04/19 17:42:59+00,2023/03/30 17:42:59+00,1,1710 1ST STREET NE,20002,5
392,S0000,Abandoned Vehicle - On Public Property,2023/03/30 18:51:21+00,2023/03/30 21:54:51+00,2023/04/19 18:51:21+00,2023/03/30 18:51:21+00,1,244 1/2 12TH STREET SE,20003,6
395,S0000,Abandoned Vehicle - On Public Property,2023/03/30 20:16:27+00,2023/04/14 17:27:05+00,2023/04/19 20:16:27+00,2023/03/30 20:16:27+00,1,4201 BLAINE STREET NE,20019,7
396,S0000,Abandoned Vehicle - On Public Property,2023/03/30 22:07:00+00,2023/03/31 18:21:05+00,2023/04/19 22:07:00+00,2023/03/30 22:07:00+00,1,749 VARNUM STREET NW,20011,4
397,S0000,Abandoned Vehicle - On Public Property,2023/03/30 21:36:00+00,2023/04/04 17:27:06+00,2023/04/19 21:35:59+00,2023/03/30 21:36:00+00,1,1411 MONROE STREET NE,20017,5
398,S0000,Abandoned Vehicle - On Public Property,2023/03/31 02:16:00+00,2023/03/31 14:15:05+00,2023/04/20 02:15:59+00,2023/03/31 02:16:00+00,1,500 T STREET NW,20001,1
399,S0000,Abandoned Vehicle - On Public Property,2023/03/31 02:55:12+00,2023/04/06 14:05:25+00,2023/04/20 02:55:12+00,2023/03/31 02:55:12+00,1,R STREET NE AND 2ND STREET NE,20002,5
400,S0000,Abandoned Vehicle - On Public Property,2023/03/31 02:55:29+00,2023/04/04 16:30:05+00,2023/04/20 02:55:29+00,2023/03/31 02:55:29+00,1,R STREET NE AND 2ND STREET NE,20002,5
401,S0000,Abandoned Vehicle - On Public Property,2023/03/31 11:53:45+00,2023/04/06 14:42:04+00,2023/04/20 11:53:45+00,2023/03/31 11:53:45+00,1,1679 FORT DUPONT STREET SE,20020,7
402,S0000,Abandoned Vehicle - On Public Property,2023/03/31 12:32:35+00,2023/04/06 14:22:54+00,2023/04/20 17:59:45+00,2023/03/31 12:32:35+00,1,2800 8TH STREET NE,20017,5
404,S0000,Abandoned Vehicle - On Public Property,2023/03/31 14:45:36+00,2023/04/04 12:30:07+00,2023/04/20 14:45:36+00,2023/03/31 14:45:36+00,1,555 24TH STREET NE,20002,7
405,S0000,Abandoned Vehicle - On Public Property,2023/03/31 14:53:05+00,2023/04/11 14:39:05+00,2023/04/20 14:53:05+00,2023/03/31 14:53:05+00,1,3317 15TH STREET SE,20032,8
406,S0000,Abandoned Vehicle - On Public Property,2023/03/31 14:11:46+00,2023/04/03 13:51:05+00,2023/04/20 14:15:45+00,2023/03/31 14:11:46+00,1,5864 EASTERN AVENUE NE,20011,4
407,S0000,Abandoned Vehicle - On Public Property,2023/03/31 14:22:18+00,2023/04/14 19:21:18+00,2023/04/20 14:22:18+00,2023/03/31 14:22:18+00,1,74 V STREET NW,20001,5
408,S0000,Abandoned Vehicle - On Public Property,2023/03/31 15:18:44+00,2023/04/04 16:12:08+00,2023/04/20 15:18:44+00,2023/03/31 15:18:44+00,1,175 R STREET NE,20002,5
409,S0000,Abandoned Vehicle - On Public Property,2023/03/31 15:27:55+00,2023/04/14 12:58:16+00,2023/04/20 15:43:38+00,2023/03/31 15:27:55+00,1,1801 13TH STREET NW,20009,1
410,S0000,Abandoned Vehicle - On Public Property,2023/03/31 15:56:38+00,2023/04/06 14:23:32+00,2023/04/20 15:56:38+00,2023/03/31 15:56:38+00,1,1702 BRENTWOOD ROAD NE,20018,5
412,S0000,Abandoned Vehicle - On Public Property,2023/03/31 22:02:54+00,2023/04/14 17:00:13+00,2023/04/20 22:02:54+00,2023/03/31 22:02:54+00,1,800 - 899 BLOCK OF 48TH PLACE NE,20019,7
417,S0000,Abandoned Vehicle - On Public Property,2023/03/31 20:35:07+00,2023/04/04 12:29:17+00,2023/04/20 20:35:07+00,2023/03/31 20:35:07+00,1,INTERSTATE 695 WESTBOUND AND RAMP FROM I STREET SE,20024,6
418,S0000,Abandoned Vehicle - On Public Property,2023/04/01 03:06:12+00,2023/04/03 17:12:10+00,2023/04/21 03:06:11+00,2023/04/01 03:06:12+00,1,1211 FARRAGUT STREET NW,20011,4
419,S0000,Abandoned Vehicle - On Public Property,2023/03/31 22:55:52+00,2023/04/04 12:30:44+00,2023/04/20 22:55:52+00,2023/03/31 22:55:52+00,1,1318 A STREET SE,20003,6
420,S0000,Abandoned Vehicle - On Public Property,2023/03/31 23:08:22+00,2023/04/06 18:24:05+00,2023/04/20 23:08:22+00,2023/03/31 23:08:22+00,1,3430 NASH PLACE SE,20019,7
422,S0000,Abandoned Vehicle - On Public Property,2023/04/01 15:10:55+00,2023/04/13 17:00:06+00,2023/04/20 15:10:55+00,2023/04/01 15:10:55+00,1,3613 11TH STREET NW,20010,1
423,S0000,Abandoned Vehicle - On Public Property,2023/04/01 18:13:58+00,2023/04/06 13:12:04+00,2023/04/20 18:13:58+00,2023/04/01 18:13:58+00,1,1701 19TH STREET SE,20020,8
424,S0000,Abandoned Vehicle - On Public Property,2023/04/01 22:34:23+00,2023/04/04 12:36:14+00,2023/04/20 22:34:23+00,2023/04/01 22:34:23+00,1,1809 45TH STREET NW,20007,3
425,S0000,Abandoned Vehicle - On Public Property,2023/04/01 22:39:33+00,2023/04/13 13:57:04+00,2023/04/20 22:39:33+00,2023/04/01 22:39:33+00,1,1800 9TH STREET NW,20001,1
426,S0000,Abandoned Vehicle - On Public Property,2023/04/01 23:24:36+00,2023/04/04 15:00:05+00,2023/04/20 23:24:36+00,2023/04/01 23:24:36+00,1,4822 SARGENT ROAD NE,20017,5
427,S0000,Abandoned Vehicle - On Public Property,2023/04/01 17:29:46+00,2023/04/06 17:03:05+00,2023/04/20 17:29:46+00,2023/04/01 17:29:46+00,1,1008 SAVANNAH STREET SE,20032,8
428,S0000,Abandoned Vehicle - On Public Property,2023/04/01 19:01:26+00,2023/04/06 14:25:47+00,2023/04/20 19:01:26+00,2023/04/01 19:01:26+00,1,2705 HAMLIN STREET NE,20018,5
429,S0000,Abandoned Vehicle - On Public Property,2023/04/01 19:09:31+00,2023/04/13 15:24:12+00,2023/04/20 19:09:31+00,2023/04/01 19:09:31+00,1,2516 17TH STREET NW,20009,1
430,S0000,Abandoned Vehicle - On Public Property,2023/04/01 21:56:43+00,2023/04/04 12:38:43+00,2023/04/20 21:56:43+00,2023/04/01 21:56:43+00,1,4830 LOUGHBORO ROAD NW,20016,3
432,S0000,Abandoned Vehicle - On Public Property,2023/04/02 13:02:51+00,2023/04/03 14:06:06+00,2023/04/20 13:02:51+00,2023/04/02 13:02:51+00,1,2200 40TH PLACE NW,20007,3
433,S0000,Abandoned Vehicle - On Public Property,2023/04/02 19:32:00+00,2023/04/03 19:15:05+00,2023/04/20 19:32:00+00,2023/04/02 19:32:00+00,1,6101 16TH STREET NW,20011,4
435,S0000,Abandoned Vehicle - On Public Property,2023/04/02 15:47:33+00,2023/04/11 18:06:05+00,2023/04/20 15:47:33+00,2023/04/02 15:47:33+00,1,115 47TH STREET NE,20019,7
436,S0000,Abandoned Vehicle - On Public Property,2023/04/02 20:26:33+00,2023/04/03 14:09:09+00,2023/04/20 20:26:33+00,2023/04/02 20:26:33+00,1,64 SHERIDAN STREET NE,20011,4
437,S0000,Abandoned Vehicle - On Public Property,2023/04/02 22:03:58+00,2023/04/06 15:18:06+00,2023/04/20 22:03:58+00,2023/04/02 22:03:58+00,1,3600 - 3709 BLOCK OF BANGOR STREET SE,20020,7
438,S0000,Abandoned Vehicle - On Public Property,2023/04/02 22:09:48+00,2023/04/04 12:31:18+00,2023/04/20 22:09:48+00,2023/04/02 22:09:48+00,1,25 15TH STREET SE,20003,6
439,S0000,Abandoned Vehicle - On Public Property,2023/04/02 22:39:21+00,2023/04/04 12:44:50+00,2023/04/20 22:39:21+00,2023/04/02 22:39:21+00,1,604 MELLON STREET SE,20032,8
441,S0000,Abandoned Vehicle - On Public Property,2023/04/02 23:34:08+00,2023/04/04 15:09:14+00,2023/04/20 23:34:08+00,2023/04/02 23:34:08+00,1,1245 PERRY STREET NE,20017,5
443,S0000,Abandoned Vehicle - On Public Property,2023/04/03 00:06:35+00,2023/04/03 13:36:07+00,2023/04/21 00:06:35+00,2023/04/03 00:06:35+00,1,4858 ALBEMARLE STREET NW,20016,3
444,S0000,Abandoned Vehicle - On Public Property,2023/04/03 03:32:17+00,2023/04/12 14:54:15+00,2023/04/21 03:32:17+00,2023/04/03 03:32:17+00,1,5203 2ND STREET NW,20011,4
446,S0000,Abandoned Vehicle - On Public Property,2023/04/03 11:13:47+00,2023/04/07 15:06:22+00,2023/04/21 11:13:47+00,2023/04/03 11:13:47+00,1,735 ROCK CREEK CHURCH ROAD NW,20010,4
447,S0000,Abandoned Vehicle - On Public Property,2023/04/03 12:20:58+00,2023/04/04 16:39:05+00,2023/04/21 12:20:58+00,2023/04/03 12:20:58+00,1,2120 H STREET NE,20002,5
448,S0000,Abandoned Vehicle - On Public Property,2023/04/03 12:45:33+00,2023/04/10 16:42:14+00,2023/04/21 12:45:33+00,2023/04/03 12:45:33+00,1,1720 1ST STREET NE,20002,5
449,S0000,Abandoned Vehicle - On Public Property,2023/04/03 12:48:57+00,2023/04/06 15:57:04+00,2023/04/21 12:48:56+00,2023/04/03 12:48:57+00,1,1200 - 1299 BLOCK OF 4TH STREET SW,20024,6
450,S0000,Abandoned Vehicle - On Public Property,2023/04/03 12:52:17+00,2023/04/06 14:02:29+00,2023/04/21 12:52:17+00,2023/04/03 12:52:17+00,1,OGDEN STREET NW AND OAK STREET NW,20010,1
451,S0000,Abandoned Vehicle - On Public Property,2023/04/03 13:37:27+00,2023/04/06 16:51:12+00,2023/04/21 13:37:27+00,2023/04/03 13:37:27+00,1,808 K STREET NE,20002,6
453,S0000,Abandoned Vehicle - On Public Property,2023/04/03 14:17:02+00,2023/04/10 14:09:05+00,2023/04/21 14:17:02+00,2023/04/03 14:17:02+00,1,6521 1ST STREET NW,20012,4
455,S0000,Abandoned Vehicle - On Public Property,2023/04/03 14:57:16+00,2023/04/11 12:52:39+00,2023/04/21 14:57:16+00,2023/04/03 14:57:16+00,1,2801 NEW MEXICO AVENUE NW,20007,3
458,S0000,Abandoned Vehicle - On Public Property,2023/04/03 16:05:01+00,2023/04/12 17:39:05+00,2023/04/21 16:05:00+00,2023/04/03 16:05:01+00,1,4913 SHERIFF ROAD NE,20019,7
